IND_0732,IND_1128,IND_0035,IND_0890,IND_1031,IND_0683,IND_1142,IND_0411,IND_0928,IND_0956,IND_0289,IND_0163,IND_0530,IND_1246,IND_1089,IND_0006,IND_0332,IND_0193,IND_0265,IND_0572,IND_0620,IND_0117,IND_0097,IND_1152,IND_0813,IND_0839,IND_0547,IND_0595,IND_0797,IND_0603,IND_1043,IND_0565,IND_0155,IND_0384,IND_0194,IND_0021,IND_0871,IND_0381,IND_0340,IND_1125,IND_0983,IND_0566,IND_0863,IND_1092,IND_0074,IND_0891,IND_0291,IND_0699,IND_0253,IND_0067,IND_0351,IND_1272,IND_0897,IND_0570,IND_1255,IND_0125,IND_0118,IND_0219,IND_1012,IND_1019,IND_0370,IND_1261,IND_1015,IND_0625,IND_1084,IND_1262,IND_0016,IND_0140,IND_0242,IND_0995,IND_0997,IND_0807,IND_0315,IND_0238,IND_0957,IND_0951,IND_0375,IND_0875,IND_0095,IND_0646,IND_0344,IND_0162,IND_1000,IND_0981,IND_0312,IND_0591,IND_0714,IND_0190,IND_1231,IND_0286,IND_0121,IND_0413,IND_0281,IND_1219,IND_0896,IND_0707,IND_1164,IND_0481,IND_0437,IND_0417,IND_0069,IND_0322,IND_0952,IND_1044,IND_0540,IND_0853,IND_0922,IND_0042,IND_0527,IND_0916,IND_1063,IND_0790,IND_0237,IND_0462,IND_1193,IND_0364,IND_0415,IND_0557,IND_1120,IND_0326,IND_1087,IND_0161,IND_0990,IND_0538,IND_1061,IND_0181,IND_0157,IND_0756,IND_0441,IND_0559,IND_1159,IND_1094,IND_0492,IND_0887,IND_0965,IND_1187,IND_0671,IND_0920,IND_1085,IND_0302,IND_0407,IND_1115,IND_1220,IND_0490,IND_0419,IND_1088,IND_1204,IND_0330,IND_0183,IND_0403,IND_0701,IND_0866,IND_0873,IND_0197,IND_1047,IND_0373,IND_0634,IND_0311,IND_0846,IND_0913,IND_0247,IND_1226,IND_0659,IND_1216,IND_0273,IND_0884,IND_0844,IND_0550,IND_0270,IND_0599,IND_0274,IND_0552,IND_0502,IND_0716,IND_0491,IND_1117,IND_0451,IND_0111,IND_1265,IND_0158,IND_0679,IND_0841,IND_0794,IND_0838,IND_0414,IND_0101,IND_1165,IND_0046,IND_0455,IND_1237,IND_0998,IND_1260,IND_0131,IND_1070,IND_1023,IND_0052,IND_0743,IND_0811,IND_1235,IND_0690,IND_1045,IND_1062,IND_0002,IND_0702,IND_0820,IND_0383,IND_1214,IND_0461,IND_0906,IND_1267,IND_0269,IND_0624,IND_0143,IND_0368,IND_0091,IND_0909,IND_0582,IND_1137,IND_0949,IND_0633,IND_0144,IND_0295,IND_1021,IND_1058,IND_1163,IND_0609,IND_0360,IND_0821,IND_1273,IND_1124,IND_0703,IND_0110,IND_0444,IND_0815,IND_1151,IND_0015,IND_0636,IND_0507,IND_0129,IND_0305,IND_0992,IND_0188,IND_0845,IND_0471,IND_0968,IND_0392,IND_0085,IND_1097,IND_0541,IND_0686,IND_0941,IND_0514,IND_0986,IND_0655,IND_0830,IND_1228,IND_0301,IND_1113,IND_0575,IND_0214,IND_0777,IND_0231,IND_1112,IND_0104,IND_0482,IND_0656,IND_0585,IND_0973,IND_0885,IND_0182,IND_1076,IND_0967,IND_0086,IND_0829,IND_0516,IND_0235,IND_0520,IND_0004,IND_0912,IND_0606,IND_0251,IND_0648,IND_0341,IND_1168,IND_0577,IND_1268,IND_0137,IND_1053,IND_0911,IND_0075,IND_0713,IND_0939,IND_1179,IND_0730,IND_0201,IND_0380,IND_0112,IND_0456,IND_0198,IND_0064,IND_0187,IND_0423,IND_0746,IND_1022,IND_0335,IND_0614,IND_0924,IND_0962,IND_0735,IND_0933,IND_0367,IND_0731,IND_0817,IND_1162,IND_0186,IND_0862,IND_0752,IND_1024,IND_1241,IND_0546,IND_0349,IND_1013,IND_0379,IND_1144,IND_0666,IND_0011,IND_1245,IND_1161,IND_0079,IND_0724,IND_1131,IND_0038,IND_0022,IND_1209,IND_1200,IND_0583,IND_0809,IND_1033,IND_1110,IND_0798,IND_1040,IND_0889,IND_0504,IND_0708,IND_0601,IND_0579,IND_0325,IND_0017,IND_0324,IND_0531,IND_1203,IND_0907,IND_0313,IND_0787,IND_0460,IND_0536,IND_0099,IND_0945,IND_0818,IND_0804,IND_0615,IND_0245,IND_0852,IND_0318,IND_0469,IND_1139,IND_0858,IND_0159,IND_0478,IND_0438,IND_0525,IND_0049,IND_0764,IND_0861,IND_0317,IND_1051,IND_0020,IND_0553,IND_0940,IND_0534,IND_0434,IND_0449,IND_0266,IND_0240,IND_0545,IND_0399,IND_0261,IND_0014,IND_0740,IND_1071,IND_0432,IND_0824,IND_1056,IND_1221,IND_0780,IND_0036,IND_0243,IND_0382,IND_0622,IND_0613,IND_0023,IND_0323,IND_0333,IND_0594,IND_0377,IND_0966,IND_0544,IND_1253,IND_0810,IND_0801,IND_0232,IND_1104,IND_0748,IND_0991,IND_0600,IND_0734,IND_0849,IND_0630,IND_0750,IND_0366,IND_0149,IND_0834,IND_0840,IND_0248,IND_0693,IND_0626,IND_0173,IND_0005,IND_0199,IND_1206,IND_0742,IND_0576,IND_1186,IND_1106,IND_0228,IND_1183,IND_0662,IND_1036,IND_1077,IND_0331,IND_1240,IND_0763,IND_0018,IND_0526,IND_0788,IND_0522,IND_0784,IND_1259,IND_0937,IND_1195,IND_0647,IND_1250,IND_0882,IND_0665,IND_0041,IND_0093,IND_0660,IND_1269,IND_0234,IND_0309,IND_1095,IND_0246,IND_0184,IND_0107,IND_0037,IND_0581,IND_1218,IND_0672,IND_1086,IND_1192,IND_0524,IND_1091,IND_0588,IND_0062,IND_0277,IND_0677,IND_1258,IND_0627,IND_0598,IND_0372,IND_0160,IND_0822,IND_0113,IND_0475,IND_1041,IND_0119,IND_0697,IND_1080,IND_1009,IND_0088,IND_1121,IND_0252,IND_0147,IND_1119,IND_0348,IND_0519,IND_0651,IND_1074,IND_0262,IND_0608,IND_0900,IND_1270,IND_0362,IND_0010,IND_0352,IND_1176,IND_0688,IND_1096,IND_0459,IND_1057,IND_0055,IND_1048,IND_0342,IND_0468,IND_1154,IND_0433,IND_0663,IND_0901,IND_0948,IND_0753,IND_1001,IND_0802,IND_0458,IND_0782,IND_0424,IND_0328,IND_0495,IND_0712,IND_0044,IND_0124,IND_0678,IND_0135,IND_0772,IND_0652,IND_0435,IND_0976,IND_0054,IND_0479,IND_1173,IND_1141,IND_0032,IND_1232,IND_1178,IND_1029,IND_0508,IND_0128,IND_1205,IND_0428,IND_1188,IND_0799,IND_0950,IND_0771,IND_1197,IND_0640,IND_0518,IND_1016,IND_0935,IND_0425,IND_0872,IND_0610,IND_0523,IND_0733,IND_0229,IND_1271,IND_0881,IND_0867,IND_0914,IND_0925,IND_0136,IND_1247,IND_1079,IND_0142,IND_0668,IND_0850,IND_0878,IND_0236,IND_0953,IND_0593,IND_0977,IND_0310,IND_0220,IND_0087,IND_0736,IND_0987,IND_1027,IND_0418,IND_0051,IND_0205,IND_0443,IND_0691,IND_0779,IND_0405,IND_1217,IND_1018,IND_0793,IND_0388,IND_0868,IND_0978,IND_1010,IND_0202,IND_1224,IND_1146,IND_0217,IND_0098,IND_0517,IND_0222,IND_0307,IND_0268,IND_0984,IND_0996,IND_0789,IND_1136,IND_0314,IND_0488,IND_0336,IND_0396,IND_0486,IND_0422,IND_0535,IND_0910,IND_0783,IND_0726,IND_0529,IND_0083,IND_0306,IND_0696,IND_0932,IND_0664,IND_0346,IND_1122,IND_0737,IND_0060,IND_0357,IND_0561,IND_0982,IND_0848,IND_0954,IND_0485,IND_1103,IND_0108,IND_0264,IND_0650,IND_0319,IND_0393,IND_1184,IND_0225,IND_1190,IND_0448,IND_0710,IND_0904,IND_0031,IND_0287,IND_0886,IND_0453,IND_0564,IND_0284,IND_0803,IND_0445,IND_0126,IND_0180,IND_0963,IND_0429,IND_0070,IND_1127,IND_1194,IND_0071,IND_0386,IND_0105,IND_0241,IND_0930,IND_0725,IND_0684,IND_0509,IND_0979,IND_0715,IND_0812,IND_1083,IND_0206,IND_0521,IND_0923,IND_0761,IND_0012,IND_0854,IND_0927,IND_0416,IND_0971,IND_0766,IND_0964,IND_0705,IND_1239,IND_0619,IND_0994,IND_1093,IND_0739,IND_1059,IND_0800,IND_1243,IND_0476,IND_0856,IND_0151,IND_0463,IND_0543,IND_0510,IND_0905,IND_1233,IND_0644,IND_0127,IND_0874,IND_0334,IND_0560,IND_0607,IND_0103,IND_0278,IND_0747,IND_0215,IND_0034,IND_0558,IND_0065,IND_0826,IND_0154,IND_0934,IND_0721,IND_0880,IND_0308,IND_0316,IND_1067,IND_0191,IND_1207,IND_0218,IND_0395,IND_0152,IND_0257,IND_0661,IND_0970,IND_0908,IND_1234,IND_0769,IND_0755,IND_0132,IND_0584,IND_1223,IND_1170,IND_0058,IND_1123,IND_0467,IND_0258,IND_0786,IND_1210,IND_0580,IND_0329,IND_0483,IND_0365,IND_0831,IND_1017,IND_0837,IND_0371,IND_0711,IND_0138,IND_1208,IND_0883,IND_0915,IND_0040,IND_0356,IND_0304,IND_1101,IND_1132,IND_0276,IND_0847,IND_0224,IND_0958,IND_0611,IND_0192,IND_0338,IND_0605,IND_0602,IND_1227,IND_1032,IND_1198,IND_1236,IND_0260,IND_0440,IND_1157,IND_0447,IND_0774,IND_0758,IND_0139,IND_0472,IND_0283,IND_1158,IND_0888,IND_0213,IND_0806,IND_0592,IND_0068,IND_0363,IND_0781,IND_0033,IND_0457,IND_0851,IND_1030,IND_0687,IND_0835,IND_0030,IND_0487,IND_0512,IND_0452,IND_0827,IND_0805,IND_0275,IND_0493,IND_1181,IND_0586,IND_0063,IND_0177,IND_0816,IND_0860,IND_0505,IND_1171,IND_0431,IND_0843,IND_0168,IND_1189,IND_0791,IND_0047,IND_1060,IND_0027,IND_0931,IND_0009,IND_0409,IND_0164,IND_0842,IND_0496,IND_1039,IND_1072,IND_0208,IND_0094,IND_0926,IND_0211,IND_0700,IND_0358,IND_0494,IND_1065,IND_0563,IND_0498,IND_0454,IND_0029,IND_0629,IND_0256,IND_0092,IND_0893,IND_0066,IND_0410,IND_0255,IND_0936,IND_0870,IND_0464,IND_0729,IND_0115,IND_0226,IND_1251,IND_0096,IND_0077,IND_0537,IND_0744,IND_1263,IND_1244,IND_1107,IND_1066,IND_0427,IND_0674,IND_0327,IND_0999,IND_0359,IND_1006,IND_0542,IND_0179,IND_0156,IND_1172,IND_0130,IND_0555,IND_0233,IND_0722,IND_1068,IND_0294,IND_0421,IND_0654,IND_0122,IND_0120,IND_0176,IND_0223,IND_1145,IND_0653,IND_0082,IND_0200,IND_0339,IND_0430,IND_0397,IND_1100,IND_0078,IND_0921,IND_0942,IND_0170,IND_0944,IND_0895,IND_0770,IND_0477,IND_0378,IND_1046,IND_0857,IND_0562,IND_0374,IND_0988,IND_0250,IND_0533,IND_0741,IND_0682,IND_0643,IND_0796,IND_1054,IND_1249,IND_0043,IND_0350,IND_0757,IND_0298,IND_1098,IND_0767,IND_0398,IND_0465,IND_1211,IND_1143,IND_0762,IND_1028,IND_0013,IND_0404,IND_0551,IND_0751,IND_0279,IND_0436,IND_0506,IND_1180,IND_1230,IND_1007,IND_0567,IND_0642,IND_0402,IND_0347,IND_1199,IND_1049,IND_0719,IND_0290,IND_0026,IND_0959,IND_0484,IND_0412,IND_0216,IND_0877,IND_1064,IND_0974,IND_1156,IND_0039,IND_0185,IND_0754,IND_0296,IND_0239,IND_0989,IND_0466,IND_0947,IND_0649,IND_1075,IND_0153,IND_0832,IND_0337,IND_0795,IND_1111,IND_0960,IND_0025,IND_0056,IND_0473,IND_0150,IND_0612,IND_0574,IND_0709,IND_0859,IND_1002,IND_0474,IND_1037,IND_0578,IND_0917,IND_0148,IND_0343,IND_0001,IND_1020,IND_0768,IND_0720,IND_1078,IND_1116,IND_1025,IND_0048,IND_0387,IND_0639,IND_1126,IND_0391,IND_0385,IND_0938,IND_0669,IND_0903,IND_0196,IND_0470,IND_0617,IND_0621,IND_1166,IND_1003,IND_0969,IND_0244,IND_0203,IND_0628,IND_0267,IND_0727,IND_0259,IND_0706,IND_0146,IND_0230,IND_1182,IND_0704,IND_0943,IND_1140,IND_0123,IND_0008,IND_1005,IND_0212,IND_0028,IND_0189,IND_0081,IND_0204,IND_1257,IND_0879,IND_0299,IND_0207,IND_0573,IND_1138,IND_0717,IND_0195,IND_0353,IND_1167,IND_0174,IND_0539,IND_0637,IND_0369,IND_0532,IND_0675,IND_0057,IND_0728,IND_1081,IND_0902,IND_0618,IND_0635,IND_0361,IND_0556,IND_0210,IND_1099,IND_0673,IND_0765,IND_0825,IND_0695,IND_0300,IND_0209,IND_0775,IND_0993,IND_0166,IND_0249,IND_1055,IND_0080,IND_0785,IND_0604,IND_1073,IND_0919,IND_0590,IND_1038,IND_1050,IND_0420,IND_1108,IND_0394,IND_0670,IND_1155,IND_0589,IND_0961,IND_1129,IND_1082,IND_0501,IND_0511,IND_1114,IND_0480,IND_0631,IND_1202,IND_0657,IND_0320,IND_0426,IND_0745,IND_1229,IND_1150,IND_0171,IND_0569,IND_0759,IND_1174,IND_1130,IND_0894,IND_1026,IND_0178,IND_0141,IND_0760,IND_0354,IND_0554,IND_0899,IND_0819,IND_0638,IND_0667,IND_1266,IND_1004,IND_0227,IND_0918,IND_0390,IND_0019,IND_0597,IND_0568,IND_0823,IND_0446,IND_0280,IND_0773,IND_1034,IND_1105,IND_1225,IND_1014,IND_0145,IND_1153,IND_0836,IND_0389,IND_0450,IND_1135,IND_0090,IND_0898,IND_1196,IND_0616,IND_0050,IND_0975,IND_0776,IND_0024,IND_0814,IND_0658,IND_0596,IND_1254,IND_0073,IND_0406,IND_0401,IND_1008,IND_0408,IND_0053,IND_0718,IND_0061,IND_0864,IND_1052,IND_0641,IND_1185,IND_0680,IND_0172,IND_0587,IND_0676,IND_0045,IND_0892,IND_0321,IND_0623,IND_1102,IND_0165,IND_0254,IND_0084,IND_0345,IND_0355,IND_0808,IND_1109,IND_0645,IND_0869,IND_0169,IND_0778,IND_1222,IND_0692,IND_1133,IND_0089,IND_0946,IND_0106,IND_1035,IND_0489,IND_0632,IND_0955,IND_0876,IND_0102,IND_1169,IND_0221,IND_0571,IND_0503,IND_0792,IND_0749,IND_0528,IND_0076,IND_0007,IND_0167,IND_1149,IND_0980,IND_1248,IND_0271,IND_0285,IND_1264,IND_0376,IND_0272,IND_0175,IND_0303,IND_0723,IND_0828,IND_0985,IND_0694
IND_0732,1,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0
IND_1128,0,1,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0.5,0,0,0,0,0.25,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
